"ROBLA, JUAN F., de la",,,,,
"ROCA, CNEL.",,,,,
"ROCA, JULIO A., Pres.",,,,,
ROCAMORA,,,,,
ROCHA,,,,,
"ROCHA, DARDO",,,,,
ROCHDALE,,,,,
RODNEY,,,,,
"RODO, JOSE E.",,,,,
RODRIGUEZ PENA,,,,,
"RODRIGUEZ, ALONSO",,,,,
"RODRIGUEZ, IGNACIO F.",,,,,
"RODRIGUEZ, MANUEL A., GRAL",,,,,
"RODRIGUEZ, MARTIN",,,,,
"RODRIGUEZ, PIO",,,,,
"ROENTGEN, Av.",,,,,
"ROFFO, ANGEL H., Dr.",,,,,
"ROGER, ENRIQUE, A., Avdor.",,,,,
"ROHDE, Cnel.",,,,,
ROJAS,,,,,
"ROJAS, DIEGO de",,,,,
"ROJAS, RICARDO, Dr.",,,,,
"ROLDAN, BELISARIO",,,,,
ROMA,,,,,
ROMERO,,,,,
"ROMERO, D.",,,,,
"ROMERO, EDUARDO, Sgto.",,,,,
"ROMERO, FRANCISCO",,,,,
RONDEAU,,,,,
ROOSEVELT FRANKLIN D.,,,,,
"ROSALES, Av.",,,,,
"ROSALES, CLAUDIO, CAPITAN",,,,,
ROSARIO,,,,,
ROSARIO DE LA FRONTERA,,,,,
ROSETI,,,,,
"ROUSSEAU, JUAN J.",,,,,
RUBENS,,,,,
"RUCCI, JOSE IGNACIO",,,,,
RUFINO,,,,,
"RUGGIERI, SILVIO L.",,,,,
RUIZ DE LOS LLANOS,,,,,
RUIZ HUIDOBRO,,,,,
RUMANIA,,,,,
RUSIA,,,,,
RUSSEL,,,,,
RUY DIAZ DE GUZMAN,,,,,
SAAVEDRA,,,,,
SAENZ,,,,,
"SAENZ PENA, LUIS, PRES.",,,,,
"SAENZ PENA, ROQUE, PRES.",,,,,
"SAENZ VALIENTE, ANSELMO",,,,,
"SAENZ VALIENTE, JUAN PABLO",,,,,
"SAENZ, MANUELA",,,,,
"SAGASTA ISLA, JOSE MARIA",,,,,
"SALA, CANDIDO DE LA, TTE.",,,,,
SALADILLO,,,,,
SALALA,,,,,
SALAS,,,,,
SALCEDO,,,,,
SALDIAS ADOLFO,,,,,
"SALGUERO, JERONIMO",,,,,
"SALMUN FEIJOO, JOSE AARON",,,,,
SALOM,,,,,
SALOTTI MARTHA,,,,,
SALTA,,,,,
SALTO,,,,,
"SALVADORES, Cnel.",,,,,
SALVIGNY,,,,,
"SAMPERIO, MANUEL J.",,,,,
SAN ANTONIO,,,,,
SAN ANTONIO DE ARECO,,,,,
SAN BENITO DE PALERMO,,,,,
SAN BLAS,,,,,
SAN CARLOS,,,,,
SAN FRANCISCO,,,,,
SAN FRANCISCO DE ASIS,,,,,
"SAN GINES, MANUEL DE",,,,,
SAN IGNACIO,,,,,
SAN IRENEO,,,,,
SAN ISIDRO LABRADOR,,,,,
SAN JOSE,,,,,
SAN JOSE DE CALASANZ,,,,,
SAN JUAN,,,,,
SAN JUAN BAUTISTA DE LA SALLE,,,,,
SAN LORENZO,,,,,
SAN LUIS,,,,,
SAN MARTIN,,,,,
SAN MARTIN DE TOURS,,,,,
SAN MATEO,,,,,
SAN NICOLAS,,,,,
SAN PEDRITO,,,,,
SAN PEDRO,,,,,
SAN RICARDO,,,,,
SAN SEBASTIAN,,,,,
SANABRIA,,,,,
SANCHEZ,,,,,
SANCHEZ DE BUSTAMANTE,,,,,
SANCHEZ DE LORIA,,,,,
"SANCHEZ DE THOMPSON, MARIQUITA",,,,,
SANLUCAR DE BARRAMEDA,,,,,
SANTA CATALINA,,,,,
SANTA CRUZ,,,,,
SANTA ELENA,,,,,
SANTA FE,,,,,
SANTA MAGDALENA,,,,,
SANTA MARIA DEL BUEN AIRE,,,,,
SANTA ROSA,,,,,
SANTA TERESA,,,,,
SANTANDER,,,,,
"SANTI MIGUEL, Soldado Archivista",,,,,
SANTIAGO DE CHILE,,,,,
SANTIAGO DE COMPOSTELA,,,,,
SANTIAGO DEL ESTERO,,,,,
SANTO DOMINGO,,,,,
SANTO TOME,,,,,
SANTOS VEGA,,,,,
SARACHAGA,,,,,
SARANDI,,,,,
SARAVIA,,,,,
SARAZA,,,,,
SARMIENTO,,,,,
"SASTRE, MARCOS",,,,,
"SAVIO, MANUEL N., GRAL.",,,,,
SAYOS,,,,,
"SCALABRINI ORTIZ, RAUL",,,,,
"SCAPINO, RODOLFO",,,,,
"SCHIAFFINO, EDUARDO",,,,,
"SCHMIDL, ULRICO",,,,,
"SEGUI, F. J., ALTE.",,,,,
"SEGUI, JUAN FRANCISCO",,,,,
"SEGUIN, MARCOS",,,,,
SEGUROLA,,,,,
SENILLOSA,,,,,
SERRANO,,,,,
SERVET,,,,,
SEVILLA,,,,,
SHAKESPEARE,,,,,
SHANGHAI,,,,,
SIERRA GRANDE,,,,,
SILVA CAYETANO A.,,,,,
SIMBRON,,,,,
SIN NOMBRE OFICIAL,,,,,
SINCLAIR,,,,,
"SIVORI, EDUARDO",,,,,
SNO (ALT CASTAÑARES 4595),,,,,
SNO (ALT CASTAÑARES 4653),,,,,
SNO (ALT CASTAÑARES 4719),,,,,
SNO (ALT CASTAÑARES 4951),,,,,
SNO (ALT DELLEPIANE 4886),,,,,
SNO (ALT DELLEPIANE 4990),,,,,
SNO (ALT ESCALADA 2789 S),,,,,
SNO (ALT MIN. BRIN 400),,,,,
SNO (ALT MOZART 2700),,,,,
SNO (ALT NECOCHEA 100),,,,,
SNO (ALT NECOCHEA 200),,,,,
SNO (ALT SARAZA 4300),,,,,
SNO (ALT. CHORROARÍN 301),,,,,
SNO (ALT. EDISON 2700),,,,,
SNO (ALT. FONROUGE 4400),,,,,
SNO (ALT.IRALA 100),,,,,
SNO (AV. COREA AL 1800),,,,,
SNO (SALE G.URIBURU 5865),,,,,
SNO ALT.VERA PEÑALOZA 300,,,,,
SNO ALT.VERA PEÑALOZA 600,,,,,
SNO(ALT PI Y MARGALL 900),,,,,
SNO(ALT.AV.BROWN AL 300),,,,,
SNO(ALT.AV.COREA AL 1900),,,,,
SNO(ALT.CNEL.ROCA 4677),,,,,
SNO(ALT.CNEL.ROCA 5000),,,,,
SNO(ALT.E.PERON AL 6550),,,,,
SNO(ALT.E.PERON AL 6600),,,,,
SNO(ALT.ESCALADA AL 4500),,,,,
SNO(ALT.ESCALADA AL 4600),,,,,
SNO(ALT.ESCALADA AL 4700),,,,,
SNO(ALT.L.A.HERRERA 3400),,,,,
SNO(ALT.L.P.BUENA 3200),,,,,
SNO(ALT.LACARRA AL 2800),,,,,
SNO(ALT.LARRAZABAL 4600),,,,,
SNO(ALT.LARRAZABAL 4700),,,,,
SNO(ALT.LARRAZABAL 4800),,,,,
SNO(ALT.LARRAZABAL 5200),,,,,
SNO(ALT.LARRAZABAL 5230),,,,,
SNO(ALT.LARRAZABAL 5260),,,,,
SNO(ALT.LARRAZABAL 5270),,,,,
SNO(ALT.SARAZA AL 4200),,,,,
SNO(AV. CNEL. ROCA 5437),,,,,
SNO(AV.CNEL. ROCA 5300),,,,,
SOFIA,,,,,
"SOLA, MANUEL",,,,,
"SOLANO LOPEZ, F., MARISCAL",,,,,
SOLDADO DE LA FRONTERA,,,,,
SOLDADO DE LA INDEPENDENCIA,,,,,
SOLER,,,,,
"SOLIER, DANIEL de, Alte.",,,,,
SOLIS,,,,,
"SOLORZANO PEREIRA, JUAN DE",,,,,
SOMELLERA,,,,,
SORIA,,,,,
SORIA EZEQUIEL,,,,,
"SOURIGUES, CARLOS, Cnel.",,,,,
SPEGAZZINI CARLOS,,,,,
SPIKA ENRIQUE GRAL.,,,,,
"SPIRO, SAMUEL, CAPITAN",,,,,
STEPHENSON,,,,,
STORNI ALFONSINA,,,,,
SUAREZ,,,,,
"SUAREZ, JOSE LEON",,,,,
"SUAREZ, JUSTO ANTONIO",,,,,
"SUCRE, ANTONIO JOSE de, Mcal.",,,,,
SUD AMERICA,,,,,
SUECIA,,,,,
SUIPACHA,,,,,
SUIZA,,,,,
SUMACA ITATI,,,,,
SUMACA SANTISIMA TRINIDAD,,,,,
SUNCHALES,,,,,
SUPERI,,,,,
"SUSINI, ANTONIO, Cnel.",,,,,
TABARE,,,,,
"TABORDA, DIOGENES",,,,,
TACUARA,,,,,
TACUARI,,,,,
TAFI,,,,,
TAGLE,,,,,
TALAVERA,,,,,
TALCAHUANO,,,,,
"TAMBORINI, JOSE PASCUAL",,,,,
TANDIL,,,,,
TAPALQUE,,,,,
TARIJA,,,,,
TARTAGAL PJE.,,,,,
TASSO,,,,,
"TEDIN, JUEZ",,,,,
TEGUCIGALPA,,,,,
TEJEDOR,,,,,
TEMPERLEY,,,,,
TERRADA,,,,,
TERRERO,,,,,
"TERRY, JOSE A.",,,,,
THAMES,,,,,
THOME JUAN M.,,,,,
THOMPSON,,,,,
THORNE,,,,,
TIERRA DEL FUEGO,,,,,
TILCARA,,,,,
TIMBO,,,,,
TIMBUES,,,,,
TINOGASTA,,,,,
TOAY,,,,,
TOBAS,,,,,
TOKIO,,,,,
TOLEDO,,,,,
TOLL,,,,,
TONELERO,,,,,
"TORNQUIST, ERNESTO",,,,,
TORRENT,,,,,
"TORRES Y TENORIO, CAMILO, Pres.",,,,,
TOSCANINI ARTURO,,,,,
TOTORAL,,,,,
TRAFUL,,,,,
TREINTA Y TRES ORIENTALES,,,,,
TREJO NEMESIO,,,,,
"TRELLES, MANUEL R.",,,,,
TRENQUE LAUQUEN,,,,,
TRES ARROYOS,,,,,
TRES LOMAS,,,,,
TRES SARGENTOS,,,,,
TREVERIS,,,,,
"TRIANA, RODRIGO de",,,,,
TRIESTE,,,,,
TRIPOLI,,,,,
TRIUNVIRATO,,,,,
"TROILO, ANIBAL",,,,,
TROLE,,,,,
TRONADOR,,,,,
"TROXLER, JULIO",,,,,
TUCUMAN,,,,,
TUNEZ,,,,,
TUPAC AMARU,,,,,
TUPIZA PJE.,,,,,
TURIN,,,,,
TURQUIA,,,,,
TUYU,,,,,
TUYUTI,,,,,
UCACHA,,,,,
"UDAONDO, GUILLERMO",,,,,
"UGARTE, MANUEL",,,,,
UGARTECHE,,,,,
UKRANIA,,,,,
"UNAMUNO, MIGUEL de",,,,,
UNANUE,,,,,
"UNQUERA, BALTASAR de",,,,,
URDANETA,,,,,
URDININEA,,,,,
URIARTE,,,,,
URIBURU,,,,,
"URIBURU JOSE E., Pres.",,,,,
"URIBURU, NAPOLEON, GRAL.",,,,,
URIEN,,,,,
"URQUIZA, Gral.",,,,,
URTUBEY CLODOMIRO CDRO.,,,,,
URUGUAY,,,,,
URUNDAY,,,,,
USHUAIA PASAJE,,,,,
USPALLATA,,,,,
"UZAL, FRANCISCO de",,,,,
VALDENEGRO,,,,,
VALDERRAMA,,,,,
"VALDIVIA, PEDRO de",,,,,
VALENCIA,,,,,
"VALENCIA, TOMAS",,,,,
VALLE,,,,,
"VALLE IBERLUCEA del, Dr.",,,,,
"VALLE, ARISTOBULO DEL",,,,,
"VALLE, J.J., GRAL. DIV.",,,,,
"VALLE, MARIA R. DEL",,,,,
VALLEJOS,,,,,
"VALLESE, FELIPE",,,,,
VALPARAISO,,,,,
"VARAS, JOSE PEDRO",,,,,
VARELA,,,,,
"VARELA, JACOBO ADRIAN",,,,,
"VARELA, JOSE PEDRO",,,,,
VARSOVIA,,,,,
"VAZ FERREIRA, CARLOS, Dr.",,,,,
VEDIA,,,,,
"VEDIA, AGUSTIN DE",,,,,
"VEDIA, ENRIQUE de",,,,,
VEGA BELGRANO CARLOS,,,,,
"VEGA, NICETO, Cnel.",,,,,
"VEGA, VENTURA de la",,,,,
"VELARDE, PEDRO",,,,,
VELAZQUEZ,,,,,
VELEZ SARSFIELD,,,,,
"VELEZ, BERNARDO, DR.",,,,,
VENECIA,,,,,
VENEZUELA,,,,,
VENIALVO,,,,,
VENTANA,,,,,
VERA,,,,,
"VERA PENALOZA, ROSARIO",,,,,
VERACRUZ,,,,,
VERDAGUER JACINTO,,,,,
"VERDI, JOSE",,,,,
VERNET,,,,,
VERTIZ VIRREY,,,,,
VESPUCIO,,,,,
"VIALE, LUIS",,,,,
VIAMONTE,,,,,
"VICTORICA, B., GRAL.",,,,,
"VICTORICA, MIGUEL C.",,,,,
VIDAL,,,,,
VIDAL EMERIC E.,,,,,
VIDELA CASTILLO,,,,,
"VIDELA, NICOLAS E.",,,,,
VIDT,,,,,
"VIEDMA, FRANCISCO de",,,,,
VIEJOBUENO,,,,,
VIEL,,,,,
VIENA,,,,,
VIEYRA,,,,,
VIEYTES,,,,,
VIGO,,,,,
"VILA, NICOLAS",,,,,
"VILARDEBO, TEODORO",,,,,
VILELA,,,,,
VILLA DE MASNOU,,,,,
VILLA JUNCAL,,,,,
"VILLAFANE, BENJAMIN",,,,,
"VILLAFAÑE, WENCESLAO",,,,,
"VILLAFLOR, AZUCENA",,,,,
VILLANUEVA,,,,,
VILLARINO,,,,,
VILLARROEL,,,,,
"VILLEGAS, CONRADO, Gral.",,,,,
VINCHINA,,,,,
"VINTTER, LORENZO, Gral.",,,,,
VIRASORO,,,,,
"VIRASORO, VALENTIN",,,,,
VIRGILIO,,,,,
VIRREYES,,,,,
VITTORIA FRANCISCO de,,,,,
VOLTA,,,,,
VOLTAIRE,,,,,
"VUCETICH, JUAN",,,,,
VUELTA DE OBLIGADO,,,,,
WAGNER,,,,,
WARNES,,,,,
WASHINGTON,,,,,
WHITE,,,,,
WILDE EDUARDO PJE.,,,,,
"WILLIAMS, ALBERTO",,,,,
YAPEYU,,,,,
YATAY,,,,,
YERBAL,,,,,
YERUA,,,,,
"YRIGOYEN, HIPOLITO",,,,,
YRUPE,,,,,
"YRURTIA, ROGELIO",,,,,
YUGOESLAVIA,,,,,
ZABALA,,,,,
ZADO,,,,,
ZALDIVAR PEDRO F.,,,,,
ZAMUDIO,,,,,
ZANARTU,,,,,
ZANNI PEDRO COMODORO,,,,,
ZAPALA,,,,,
ZAPATA,,,,,
ZAPIOLA,,,,,
ZARATE,,,,,
ZARRAGA,,,,,
ZAVALETA,,,,,
ZAVALIA,,,,,
"ZEBALLOS, ESTANISLAO S.",,,,,
ZELADA,,,,,
ZELARRAYAN,,,,,
ZELAYA,,,,,
ZENTENO,,,,,
ZEPITA,,,,,
ZINNY,,,,,
"ZOLA, EMILIO",,,,,
"ZOLEZZI, ANTONIO L.",,,,,
"ZONZA BRIANO, PEDRO",,,,,
"ZUBERBUHLER, CARLOS E.",,,,,
ZURICH,,,,,
ZUVIRIA,,,,,
